"","species","nobs","taxonKeys","Kingdom","Phylum","Class","Order","Family","Genus","fileName","AUCtest","np","na","cor","TPR","TNR","importantVars","importantValue","percentContribution","Features","Regularization","AUCtrain","AUC","AUCnull","AUCDiffpval"
"1666","Pluvialis fulva",52631,2480331,"Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Pluvialis","Pluvialis_fulva.csv",0.909305,100,2000,0.462124088956059,0.870888485947416,0.537565729827743,"bio1;bio12;bio13;bio14;bio5;bio6","31.8322;26.763;2.7713;20.5814;9.6308;8.4214","8.0084;15.61;1.6536;59.9833;5.834;8.9107","LQHP",1,0.89845486935867,NA,NA,NA
"1667","Pluvialis squatarola",748627,2480327,"Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Pluvialis","Pluvialis_squatarola.csv",0.824824629061201,2364,3238,0.554595393617276,0.661865777750759,0.662474464289457,"bio1;bio12;bio13;bio14;bio5;bio6","45.677;34.722;5.4035;3.0337;3.2737;7.89","46.1445;35.6362;2.4148;6.7866;1.2138;7.8041","LQHP",1,0.82762720417934,NA,NA,NA
"1668","Poanes viator",1240,1946610,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Poanes","Poanes_viator.csv",0.75558,100,2000,0.225760904156511,0.73143245693563,0.523805530371714,"bio1;bio12;bio13;bio14;bio5;bio6","27.9094;14.1334;34.9597;1.3548;6.0736;15.5691","12.0773;54.5889;6.9642;1.1345;4.3843;20.8508","H",0.5,0.806497834158416,NA,NA,NA
"1669","Podarcis siculus",593,9185677,"Animalia","Chordata","Reptilia","Squamata","Lacertidae","Podarcis","Podarcis_siculus.csv",0.8999375,24,2000,0.237612134938344,0.889808503732554,0.509829113924051,"bio1;bio12;bio13;bio14;bio3;bio4;bio5;bio6","5.1263;17.707;0.7843;12.9954;39.6297;0.0035;0.116;23.6378","7.5564;13.7878;31.971;6.7426;36.221;0.0664;0.4341;3.2207","LQHP",2.5,0.899830163043478,NA,NA,NA
"1670","Podiceps auritus",719326,2482059,"Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps","Podiceps_auritus.csv",0.782553340459747,4795,5570,0.477444826701673,0.640754049773238,0.641347824996327,"bio1;bio12;bio13;bio14;bio5;bio6","47.4403;34.9037;0.2614;2.6152;3.406;11.3733","55.433;32.9435;0.5357;1.1468;2.3668;7.5743","LQHP",0.5,0.781311566448911,NA,NA,NA
"1671","Podiceps grisegena",309344,2482051,"Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps","Podiceps_grisegena.csv",0.81333883740224,2856,3481,0.531798293094662,0.656188847794607,0.656716730285479,"bio1;bio12;bio13;bio14;bio5;bio6","45.2859;29.8152;1.1083;6.5864;5.7492;11.4551","52.0831;31.2963;2.1712;2.9791;4.3745;7.0958","LQHP",0.5,0.800181402966375,NA,NA,NA
"1672","Podiceps nigricollis",456810,2482065,"Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps","Podiceps_nigricollis.csv",0.751132552573272,3170,3548,0.433305775390638,0.625166858711599,0.625623049279119,"bio1;bio12;bio13;bio14;bio5;bio6","22.2827;3.4234;6.2767;11.4991;6.5074;50.0106","29.7341;1.272;3.2814;4.6006;2.9675;58.1444","LQHP",0.5,0.754267963915155,NA,NA,NA
"1673","Podilymbus podiceps",2538414,2482077,"Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podilymbus","Podilymbus_podiceps.csv",0.792504846412097,12237,12949,0.495100207220821,0.645713680100777,0.646299916962738,"bio1;bio12;bio13;bio14;bio4;bio5;bio6","62.2189;16.3688;2.119;6.0158;5.9599;1.4123;5.9052","72.4593;10.2373;0.3854;2.9558;10.3024;0.6053;3.0545","LQHP",0.5,0.793926817528625,NA,NA,NA
"1674","Pododesmus macrochisma",512,2286130,"Animalia","Mollusca","Bivalvia","Pectinida","Anomiidae","Pododesmus","Pododesmus_macrochisma.csv",0.906964285714286,14,2000,0.219919012067848,0.900198609731877,0.507940913604767,"bio1;bio12;bio13;bio14;bio5;bio6","34.6604;49.5242;4.9561;3.4288;6.488;0.9426","11.4306;16.9404;1.5588;63.8363;1.9896;4.2442","LQ",0.5,0.930964423076923,NA,NA,NA
"1675","Poecile carolinensis",4028081,2487844,"Animalia","Chordata","Aves","Passeriformes","Paridae","Poecile","Poecile_carolinensis.csv",0.814117853329454,11618,11951,0.562739807881804,0.656556958384831,0.656988591639414,"bio1;bio12;bio13;bio14;bio4;bio5;bio6","27.53;11.0202;8.5193;22.0135;12.7482;0.7188;17.45","22.7242;0.9333;9.7728;7.4931;2.3505;0.904;55.8221","LQHP",0.5,0.817940313692473,NA,NA,NA
"1676","Poecile gambeli",654433,2487825,"Animalia","Chordata","Aves","Passeriformes","Paridae","Poecile","Poecile_gambeli.csv",0.826235107163522,5579,5612,0.564192251517463,0.662563652047044,0.663157647641282,"bio1;bio12;bio13;bio14;bio5;bio6","33.6882;11.6177;1.0884;43.1939;5.7417;4.6701","21.9595;9.3299;14.3009;43.9052;7.1619;3.3426","LQH",1,0.827184901812228,NA,NA,NA
"1677","Poecile hudsonicus",124856,2487793,"Animalia","Chordata","Aves","Passeriformes","Paridae","Poecile","Poecile_hudsonicus.csv",0.786615165857831,2577,2815,0.485756694059806,0.642838111127377,0.643370275434921,"bio1;bio12;bio13;bio14;bio3;bio5;bio6","60.2608;1.1051;2.4071;9.5739;1.498;6.7942;18.3609","32.7224;1.5219;3.5901;9.7121;31.6003;3.3414;17.5119","LQHP",0.5,0.786456927782965,NA,NA,NA
"1678","Poecile rufescens",840125,2487783,"Animalia","Chordata","Aves","Passeriformes","Paridae","Poecile","Poecile_rufescens.csv",0.915163270863622,2504,2804,0.732515149158581,0.707012094022817,0.707474316701832,"bio1;bio12;bio13;bio14;bio5;bio6","55.4178;3.9073;2.7984;12.4001;18.8945;6.5818","41.8609;3.2867;1.9173;6.1172;42.9496;3.8684","LQH",0.5,0.918005797140847,NA,NA,NA
"1679","Poecilocapsus lineatus",1539,2011262,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Poecilocapsus","Poecilocapsus_lineatus.csv",0.745128125,160,2000,0.226036357574733,0.710538478073947,0.534337059329321,"bio1;bio12;bio13;bio14;bio5;bio6","44.3783;36.2773;6.5971;0.4041;9.0038;3.3394","40.1827;35.2464;4.0867;0.0544;9.8338;10.5959","H",3,0.798821013931889,NA,NA,NA
"1680","Pogonomyrmex barbatus",2269,1325372,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Pogonomyrmex","Pogonomyrmex_barbatus.csv",0.813023809523809,147,2000,0.316801133834469,0.771990535344573,0.540623913043478,"bio1;bio12;bio13;bio14;bio5;bio6","26.916;4.1996;10.1114;23.849;18.584;16.3401","48.1959;3.0525;2.857;5.9333;19.2352;20.7261","LQHP",0.5,0.821479899497487,NA,NA,NA
"1681","Pogonomyrmex californicus",883,1325405,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Pogonomyrmex","Pogonomyrmex_californicus.csv",0.801878378378378,74,2000,0.240303451011012,0.780044668624056,0.52136304549675,"bio1;bio12;bio13;bio14;bio4;bio6","11.4329;1.6798;8.8223;56.4887;18.1352;3.441","16.7921;0.1497;0.7416;22.3864;9.6853;50.2449","LQ",2,0.818662727272727,NA,NA,NA
"1682","Pogonomyrmex occidentalis",672,1325380,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Pogonomyrmex","Pogonomyrmex_occidentalis.csv",0.733888888888889,45,2000,0.111628788977034,0.723006785411366,0.510716125954198,"bio1;bio12;bio13;bio14;bio4;bio5;bio6","27.2678;10.4148;19.0705;17.9702;9.8446;10.2379;5.1942","52.1008;1.737;3.0194;3.0246;6.7199;9.3746;24.0236","LQ",0.5,0.723571927374302,NA,NA,NA
"1683","Pogonomyrmex rugosus",2457,1325373,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Pogonomyrmex","Pogonomyrmex_rugosus.csv",0.76563963963964,111,2000,0.220737804756205,0.738237339673605,0.52710368043088,"bio1;bio12;bio13;bio14;bio5;bio6","40.5649;11.29;23.755;0.5587;23.5497;0.2817","36.7471;7.8948;17.8482;3.9183;8.224;25.3675","LQ",0.5,0.760599051339286,NA,NA,NA
"1684","Pogonortalis doclea",200,1678640,"Animalia","Arthropoda","Insecta","Diptera","Platystomatidae","Pogonortalis","Pogonortalis_doclea.csv",0.943532123307404,21,1157,0.359022768592668,0.933175223214286,0.496272687986171,"bio1;bio12;bio13;bio14;bio3;bio5;bio6","18.5807;6.3505;6.7993;0;48.0965;19.8151;0.3579","2.0727;3.1491;5.1212;22.6533;65.5267;1.3273;0.1497","LQHP",0.5,0.970327955440315,NA,NA,NA
"1685","Polioptila caerulea",2509094,2487596,"Animalia","Chordata","Aves","Passeriformes","Polioptilidae","Polioptila","Polioptila_caerulea.csv",0.82281794841599,15108,15850,0.555270984178136,0.660834077146211,0.661442351889281,"bio1;bio12;bio13;bio14;bio4;bio5;bio6","29.3542;4.1872;1.4294;4.7137;28.6992;8.9811;22.6352","51.2394;2.6559;0.4694;0.9558;15.0083;4.0378;25.6334","LQHP",0.5,0.821358844716025,NA,NA,NA
"1686","Polioptila californica",26514,2487600,"Animalia","Chordata","Aves","Passeriformes","Polioptilidae","Polioptila","Polioptila_californica.csv",0.972950489980986,86,1272,0.684094463617088,0.933749973108448,0.534214476463093,"bio1;bio12;bio13;bio3;bio5;bio6","27.1922;4.508;6.4764;56.9661;4.8007;0.0566","15.2451;2.9539;18.9935;50.8032;7.1843;4.82","LQ",0.5,0.967530936947555,NA,NA,NA
"1687","Polioptila melanura",123877,2487586,"Animalia","Chordata","Aves","Passeriformes","Polioptilidae","Polioptila","Polioptila_melanura.csv",0.859059290953545,818,2000,0.572645997976955,0.69711555890326,0.661635639758374,"bio1;bio12;bio13;bio14;bio5;bio6","42.9778;5.8181;1.1034;6.706;2.0969;41.2977","35.2178;2.9168;0.1784;7.8757;2.3591;51.4522","LQH",0.5,0.860107647326853,NA,NA,NA
"1688","Polistes annularis",982,1310936,"Animalia","Arthropoda","Insecta","Hymenoptera","Eumenidae","Polistes","Polistes_annularis.csv",0.726086021505376,93,2000,0.208847184953658,0.706086649399576,0.519820711678832,"bio1;bio12;bio13;bio14;bio4;bio5;bio6","31.3634;3.4437;23.7772;7.7172;18.9115;7.5041;7.2828","30.6433;24.4954;5.5684;2.8455;26.4032;5.1245;4.9197","H",1,0.791537333333333,NA,NA,NA
"1689","Polistes apachus",1031,1310927,"Animalia","Arthropoda","Insecta","Hymenoptera","Eumenidae","Polistes","Polistes_apachus.csv",0.8306875,96,2000,0.331448871211565,0.800775326053988,0.529464968152866,"bio1;bio12;bio13;bio14;bio5;bio6","66.2771;1.8026;15.3787;2.0087;4.7005;9.8324","28.1538;10.7934;11.9738;6.3075;1.0571;41.7143","LQHP",1.5,0.825079423592493,NA,NA,NA
"1690","Polistes arizonensis",75,1310885,"Animalia","Arthropoda","Insecta","Hymenoptera","Eumenidae","Polistes","Polistes_arizonensis.csv",0.895922746781116,4,932,0.0982510561504221,0.901308615049073,0.496975348800202,"bio12;bio13;bio5;bio6","29.587;8.135;24.8196;37.4584","37.8862;7.4172;33.7131;20.9835","H",1.5,0.889986577181208,NA,NA,NA
"1691","Polistes aurifer",1874,1310524,"Animalia","Arthropoda","Insecta","Hymenoptera","Eumenidae","Polistes","Polistes_aurifer.csv",0.715634615384615,130,2000,0.217859498369261,0.69009437164777,0.525344218887908,"bio1;bio12;bio13;bio14;bio5;bio6","40.0352;4.1563;4.5678;35.0315;4.8412;11.368","23.807;2.423;2.6376;21.0922;3.2251;46.815","LQHP",2,0.755016674440299,NA,NA,NA
"1692","Polistes carolina",642,1310944,"Animalia","Arthropoda","Insecta","Hymenoptera","Eumenidae","Polistes","Polistes_carolina.csv",0.709094736842105,95,2000,0.187258950285406,0.690211868468987,0.518741803278689,"bio1;bio12;bio13;bio4;bio5;bio6","30.373;6.849;13.1287;31.4508;3.6623;14.5363","37.2293;23.5702;9.0784;22.7115;2.6143;4.7962","LQHP",3,0.759635248655914,NA,NA,NA
"1693","Polistes dominula",6962,5871389,"Animalia","Arthropoda","Insecta","Hymenoptera","Eumenidae","Polistes","Polistes_dominula.csv",0.840618090452261,597,2000,0.522385716458018,0.712783710217755,0.627508125,"bio1;bio12;bio13;bio14;bio3;bio4;bio5;bio6","33.7009;10.4883;2.7075;11.3158;3.8744;15.9057;10.669;11.3384","38.3174;20.1978;3.535;13.0668;1.2432;10.5893;4.5415;8.509","LQHP",0.5,0.849517433388843,NA,NA,NA
"1694","Polistes dorsalis",1773,1310908,"Animalia","Arthropoda","Insecta","Hymenoptera","Eumenidae","Polistes","Polistes_dorsalis.csv",0.816649390243902,164,2000,0.357690926092451,0.771103726461429,0.545098971722365,"bio1;bio12;bio13;bio14;bio4;bio5;bio6","21.8117;18.2581;1.1345;5.0451;32.6242;8.4915;12.6349","43.4134;7.3279;8.6065;7.8855;6.4172;5.8834;20.4661","LQHP",0.5,0.820560912698413,NA,NA,NA
"1695","Polistes exclamans",3755,1310760,"Animalia","Arthropoda","Insecta","Hymenoptera","Eumenidae","Polistes","Polistes_exclamans.csv",0.798961764705882,340,2000,0.441008045661,0.722408129297884,0.576179448994788,"bio1;bio12;bio13;bio14;bio5;bio6","28.8125;18.1148;10.1467;12.8333;18.6581;11.4346","20.0967;24.8437;6.3696;10.9213;13.4333;24.3355","H",0.5,0.82276976807889,NA,NA,NA
"1696","Polistes flavus",201,1310816,"Animalia","Arthropoda","Insecta","Hymenoptera","Eumenidae","Polistes","Polistes_flavus.csv",0.761636363636364,22,2000,0.140150331294844,0.755121951219512,0.506024390243902,"bio1;bio12;bio13;bio14;bio4;bio5;bio6","17.3015;29.3621;4.8057;0.8168;1.5087;10.1952;36.01","22.1156;29.6929;2.8786;0.3782;0.2344;14.7573;29.9431","LQHP",1.5,0.869767857142857,NA,NA,NA
"1697","Polistes fuscatus",8373,1310556,"Animalia","Arthropoda","Insecta","Hymenoptera","Eumenidae","Polistes","Polistes_fuscatus.csv",0.829283018867925,848,2000,0.523085889420674,0.677838598208006,0.651208806050783,"bio1;bio12;bio13;bio14;bio4;bio5;bio6","25.3095;6.7715;26.9438;4.7494;9.8052;3.6561;22.7645","28.5221;28.4644;8.3474;2.5264;16.3188;2.313;13.5078","LQH",0.5,0.842096320505288,NA,NA,NA
"1698","Polistes major",688,1310743,"Animalia","Arthropoda","Insecta","Hymenoptera","Eumenidae","Polistes","Polistes_major.csv",0.890627906976744,43,2000,0.261592731672358,0.87331584330117,0.516432122370937,"bio1;bio12;bio13;bio14;bio5;bio6","9.8134;37.3557;1.5813;14.3583;14.5323;22.3591","1.576;15.0403;7.0039;58.1978;3.762;14.4201","LQHP",1,0.883751524390244,NA,NA,NA
"1699","Polistes metricus",2710,1310805,"Animalia","Arthropoda","Insecta","Hymenoptera","Eumenidae","Polistes","Polistes_metricus.csv",0.783426829268293,328,2000,0.35068281069151,0.712777849040699,0.570370022539444,"bio1;bio12;bio13;bio14;bio4;bio5;bio6","31.6582;19.0448;0.0552;0.7227;21.875;5.8466;20.7974","29.1503;18.8426;2.4748;0.6809;11.31;3.8204;33.7211","LQHP",1.5,0.757798508907823,NA,NA,NA
"1700","Polites baracoa",137,1943942,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Polites","Polites_baracoa.csv",0.857801184990125,7,217,0.271037764004936,0.84197218710493,0.501284613188695,"bio13;bio14;bio4;bio5;bio6","0;53.4983;0.8212;40.4577;5.2228","0;54.9088;4.7679;36.0245;4.2987","LQHP",1,0.96475981662348,NA,NA,NA
"1701","Polites peckius",6994,1943982,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Polites","Polites_peckius.csv",0.845361663652803,553,2000,0.520722297858656,0.72185485108104,0.623163560411311,"bio1;bio12;bio13;bio14;bio5;bio6","44.7314;7.0991;14.7461;1.9499;4.237;27.2364","40.2803;7.4466;3.1027;12.7518;3.9024;32.5161","LQHP",0.5,0.861876252276867,NA,NA,NA
"1702","Polites sabuleti",610,1943954,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Polites","Polites_sabuleti.csv",0.713571428571429,63,2000,0.157900134326994,0.700050626879895,0.513244840525328,"bio1;bio12;bio13;bio14;bio5;bio6","23.3212;19.6495;42.2458;0.3669;7.77;6.6465","14.0664;5.9012;15.064;53.1621;9.7701;2.0362","LQHP",2,0.752067829457364,NA,NA,NA
"1703","Polites themistocles",2579,1943960,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Polites","Polites_themistocles.csv",0.771675675675676,222,2000,0.304454565326913,0.72155175583747,0.549801224489796,"bio1;bio12;bio13;bio14;bio5;bio6","17.5474;7.5474;42.8695;14.783;4.472;12.7808","23.0224;26.4475;19.8043;3.3355;3.1711;24.2193","LQHP",1,0.760786941580756,NA,NA,NA
"1704","Pollicipes polymerus",3240,2113807,"Animalia","Arthropoda","Maxillopoda","Pedunculata","Pollicipedidae","Pollicipes","Pollicipes_polymerus.csv",0.961969387755102,49,2000,0.55538494346145,0.94000158202816,0.483155523255814,"bio1;bio12;bio13;bio14;bio5;bio6","15.9203;35.909;2.3748;45.059;0.5606;0.1763","1.2641;7.9584;1.7484;87.9891;0.4603;0.5796","H",1,0.9778828125,NA,NA,NA
"1705","Polycera hedgpethi",131,2291759,"Animalia","Mollusca","Gastropoda","Nudibranchia","Polyceridae","Polycera","Polycera_hedgpethi.csv",0.987522281639929,6,1122,0.362680470492069,0.982952664680569,0.473991329853238,"bio1;bio12;bio13;bio14;bio3;bio5;bio6","10.4569;46.0173;0;36.1477;6.3659;0.9724;0.0398","1.2976;71.2382;0;22.7147;1.2487;3.43;0.0707","LQ",0.5,0.982508912655972,NA,NA,NA
"1706","Polydrusus formosus",3505,4468015,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Polydrusus","Polydrusus_formosus.csv",0.768014450867052,173,2000,0.274460131045911,0.727665054461091,0.540033163265306,"bio1;bio12;bio13;bio14;bio4;bio5;bio6","36.193;1.7082;17.7777;10.0783;18.3508;6.1449;9.7471","41.2161;8.0276;18.1778;12.4813;7.794;4.8792;7.4239","LQHP",1,0.802342741935484,NA,NA,NA
"1707","Polydrusus impressifrons",374,1176504,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Polydrusus","Polydrusus_impressifrons.csv",0.640083333333333,30,2000,0.0612105156233157,0.635237173281704,0.504782671829622,"bio1;bio12;bio13;bio14;bio3;bio4;bio5;bio6","1.346;11.0839;4.4918;11.6247;33.9289;12.9549;4.1565;20.4133","35.7347;3.2312;2.004;29.5189;6.845;2.8287;4.6243;15.2133","P",0.5,0.746236458333333,NA,NA,NA
"1708","Polygonia comma",7065,5129430,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Polygonia","Polygonia_comma.csv",0.831730769230769,624,2000,0.4996152368037,0.70382409027154,0.627638291333743,"bio1;bio12;bio13;bio14;bio5;bio6","32.4387;9.2126;15.42;3.7378;9.6104;29.5805","40.926;7.2502;8.1502;2.5216;7.9112;33.2408","LQHP",1,0.830035957532051,NA,NA,NA
"1709","Polygonia interrogationis",10547,5129451,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Polygonia","Polygonia_interrogationis.csv",0.802575028636884,873,2000,0.469184359271064,0.661250082430264,0.641141524520256,"bio1;bio12;bio13;bio14;bio5;bio6","32.3404;8.6932;28.2002;13.3121;5.6981;11.756","27.2765;6.9433;5.8362;1.2696;7.4858;51.1885","LQHP",0.5,0.802625875250071,NA,NA,NA
"1710","Polygyra cereolus",741,2295819,"Animalia","Mollusca","Gastropoda","Stylommatophora","Polygyridae","Polygyra","Polygyra_cereolus.csv",0.833324675324675,77,2000,0.288764404181103,0.808621933621934,0.524387962962963,"bio1;bio12;bio13;bio14;bio5;bio6","22.4145;2.2383;16.7444;41.5192;0.3671;16.7165","21.3389;10.6307;7.8162;38.7989;2.9749;18.4405","LQHP",2,0.837780948553055,NA,NA,NA
"1711","Polyommatus icarus",490,5140214,"Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Polyommatus","Polyommatus_icarus.csv",0.888975,20,2000,0.416254616524381,0.873558215451578,0.542344396082699,"bio1;bio12;bio13;bio14;bio5;bio6","61.018;0;20.4238;15.0082;0.7889;2.761","32.528;2.1187;13.9895;35.8665;7.734;7.7632","P",0.5,0.944563311688312,NA,NA,NA
"1712","Polyorchis penicillatus",165,5185561,"Animalia","Cnidaria","Hydrozoa","Anthoathecata","Corynidae","Polyorchis","Polyorchis_penicillatus.csv",0.89885,10,2000,0.137800608602903,0.893484698914117,0.504432872655479,"bio1;bio12;bio13;bio14;bio3;bio5;bio6","0;39.1378;0;19.0148;36.4549;5.3925;0","0.2304;27.347;12.08;31.1564;16.4838;12.7024;0","P",1.5,0.925705,NA,NA,NA
"1713","Polyphylla decemlineata",1435,1057422,"Animalia","Arthropoda","Insecta","Coleoptera","Melolonthidae","Polyphylla","Polyphylla_decemlineata.csv",0.818075581395349,172,2000,0.414116249165208,0.770524492825334,0.547120425531915,"bio1;bio12;bio13;bio14;bio5;bio6","19.2774;0.4287;4.0838;70.0316;4.0662;2.1124","10.147;3.3243;0.8217;73.9114;3.7457;8.05","LQ",0.5,0.817231330014225,NA,NA,NA
"1714","Polystepha globosa",146,1598081,"Animalia","Arthropoda","Insecta","Diptera","Cecidomyiidae","Polystepha","Polystepha_globosa.csv",0.702733333333333,15,2000,0.0966240874724891,0.699541584806811,0.503655697445972,"bio1;bio12;bio13;bio14;bio4;bio5;bio6","26.0331;4.9871;20.3385;11.197;20.0727;5.0262;12.3455","30.0759;20.6971;4.2845;1.036;30.1137;5.3866;8.4061","LQ",0.5,0.775077850877193,NA,NA,NA
"1715","Polystepha pilulae",674,1598116,"Animalia","Arthropoda","Insecta","Diptera","Cecidomyiidae","Polystepha","Polystepha_pilulae.csv",0.734368421052632,76,2000,0.164738925955018,0.716891858933711,0.517182113067655,"bio1;bio12;bio13;bio14;bio4;bio5;bio6","19.4654;5.8906;28.3131;6.7874;20.9702;0.1672;18.406","20.9798;23.1915;19.1649;4.9112;8.8573;12.8461;10.0492","LQ",0.5,0.744610639158576,NA,NA,NA
"1716","Polystepha quercifolia",36,1598119,"Animalia","Arthropoda","Insecta","Diptera","Cecidomyiidae","Polystepha","Polystepha_quercifolia.csv",0.654,4,2000,0.0303656358617876,0.684083601286174,0.464556806002144,"bio1;bio12;bio13;bio5;bio6","34.0147;4.8227;56.7568;0;4.4059","49.0189;0.8389;48.0434;0;2.0989","LQH",2,0.812264705882353,NA,NA,NA
"1717","Pomacea canaliculata",1554,2292582,"Animalia","Mollusca","Gastropoda","Architaenioglossa","Ampullariidae","Pomacea","Pomacea_canaliculata.csv",0.818441176470588,51,2000,0.255101048011848,0.801856606020017,0.515689278937381,"bio1;bio12;bio13;bio14;bio5;bio6","25.4991;44.1652;10.0666;9.4862;8.7575;2.0254","15.6666;4.6663;0.2266;66.7759;9.1692;3.4954","LQHP",1.5,0.89764603960396,NA,NA,NA
"1718","Pomacea maculata",1202,7532642,"Animalia","Mollusca","Gastropoda","Architaenioglossa","Ampullariidae","Pomacea","Pomacea_maculata.csv",0.88305504587156,109,2000,0.370232585972995,0.841705243666358,0.543097247706422,"bio1;bio12;bio13;bio14;bio5;bio6","28.896;24.4862;27.6013;7.1918;2.9768;8.8479","8.6563;6.3637;1.6793;63.6621;6.1653;13.4732","LQ",0.5,0.88587470657277,NA,NA,NA
"1719","Pompeius verna",1470,1950047,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Pompeius","Pompeius_verna.csv",0.758790322580645,155,2000,0.271641510563591,0.723254777424926,0.535259067357513,"bio1;bio12;bio13;bio14;bio4;bio5;bio6","10.5125;20.171;14.5525;11.0379;2.1774;31.9061;9.6427","22.1146;15.08;5.7818;4.7412;0.2388;26.884;25.1597","LQH",1,0.792764407467533,NA,NA,NA
"1720","Ponana citrina",264,10012646,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Ponana","Ponana_citrina.csv",0.7049,25,2000,0.0842322980325981,0.699027237354086,0.505663910505837,"bio1;bio12;bio13;bio5;bio6","47.1267;9.6687;35.7788;1.864;5.5618","24.5464;25.9808;38.0991;9.1435;2.2303","L",0.5,0.801981060606061,NA,NA,NA
"1721","Pontia occidentalis",1425,5137791,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pontia","Pontia_occidentalis.csv",0.68444623655914,93,2000,0.135817548546905,0.667942076760066,0.516237226277372,"bio1;bio12;bio13;bio14;bio5;bio6","9.5485;19.9896;6.3824;58.8612;0.2323;4.9859","20.8844;18.429;15.7159;36.9583;4.4538;3.5586","LQHP",3,0.697462431693989,NA,NA,NA
"1722","Pontia protodice",9566,5137800,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pontia","Pontia_protodice.csv",0.7931376,625,2000,0.448916378743369,0.679929238329238,0.61294226044226,"bio1;bio12;bio13;bio14;bio4;bio5;bio6","29.2445;5.6168;9.1413;6.0347;33.8271;7.6239;8.5117","29.7939;6.5532;27.5659;14.173;12.1403;0.4132;9.3604","P",0.5,0.795467884006334,NA,NA,NA
"1723","Pooecetes gramineus",447453,2491728,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Pooecetes","Pooecetes_gramineus.csv",0.732928626517661,12173,12544,0.403952421401839,0.616035898301155,0.616526035938327,"bio1;bio12;bio13;bio14;bio4;bio5;bio6","45.8499;6.8226;5.9339;0.4615;27.9448;4.7499;8.2373","65.476;5.362;2.9282;0.8116;16.4538;6.984;1.9844","LQHP",0.5,0.734655123876705,NA,NA,NA
"1724","Popillia japonica",11171,4425774,"Animalia","Arthropoda","Insecta","Coleoptera","Rutelidae","Popillia","Popillia_japonica.csv",0.792322731524789,1069,2000,0.477788854377404,0.645703914901721,0.646302145708583,"bio1;bio12;bio13;bio14;bio4;bio5;bio6","24.455;11.3538;24.7739;3.2552;7.672;10.7954;17.6946","45.6138;13.7069;5.6441;1.2693;3.4794;7.0132;23.2733","LQH",0.5,0.802364363572433,NA,NA,NA
"1725","Porcellio scaber",2889,6284337,"Animalia","Arthropoda","Malacostraca","Isopoda","Porcellionidae","Porcellio","Porcellio_scaber.csv",0.85540490797546,163,2000,0.402256027582741,0.804628060907723,0.550253430531732,"bio1;bio12;bio13;bio14;bio3;bio5;bio6","23.3402;6.4583;5.7027;3.1162;49.7571;5.0101;6.6153","9.669;29.9349;3.8587;13.8003;31.9191;8.6618;2.1562","LQ",0.5,0.835014414983165,NA,NA,NA
"1726","Porcellio spinicornis",583,6284504,"Animalia","Arthropoda","Malacostraca","Isopoda","Porcellionidae","Porcellio","Porcellio_spinicornis.csv",0.756530769230769,65,2000,0.18923733631452,0.739930855661193,0.51627106741573,"bio1;bio12;bio13;bio14;bio3;bio5;bio6","47.7955;4.0246;6.7023;0.2638;9.3382;13.575;18.3005","24.9463;16.1402;4.5347;19.8878;8.8789;16.4719;9.1402","P",3,0.786843515037594,NA,NA,NA
"1727","Porphyrio porphyrio",17380,2474416,"Animalia","Chordata","Aves","Gruiformes","Rallidae","Porphyrio","Porphyrio_porphyrio.csv",0.886539933392632,58,1667,0.339239160247634,0.863955757970072,0.514119251621374,"bio1;bio12;bio4;bio5","75.2398;2.7548;13.5133;8.4921","57.2869;12.6241;23.9683;6.1207","LQ",0.5,0.915197220357721,NA,NA,NA
